Passengers,Fare,Itinerary,Subs Itinerary 1,Subs Itinerary 2,Subs Itinerary 3
1,108.5,"(70,)",,,
1,108.5,"(0,)",,,
2,108.5,"(72,)",,,
2,108.5,"(432,)",,,
2,108.5,"(74,)",,,
2,108.5,"(700,)",,,
15,108.5,"(400,)",,,
15,108.5,"(25,)",,,
4,108.5,"(420,)",,,
4,108.5,"(462,)",,,
1,108.5,"(412,)",,,
1,108.5,"(270,)",,,
2,108.5,"(421,)",,,
2,108.5,"(210,)",,,
11,108.5,"(120,)",,,
4,108.5,"(125,)",,,
4,108.5,"(647,)",,,
6,108.5,"(124,)","(123,)",,
5,108.5,"(118,)",,,
5,108.5,"(168,)",,,
3,108.5,"(332,)",,,
3,108.5,"(559,)",,,
26,108.5,"(339,)",,,
26,108.5,"(706,)",,,
2,108.5,"(201,)",,,
8,108.5,"(325,)",,,
8,108.5,"(449,)",,,
1,108.5,"(538,)",,,
3,108.5,"(328,)",,,
3,108.5,"(756,)",,,
2,108.5,"(320,)",,,
2,108.5,"(304,)",,,
2,108.5,"(532,)",,,
2,108.5,"(470,)",,,
2,108.5,"(538,)",,,
16,108.5,"(544,)",,,
16,108.5,"(38,)",,,
29,108.5,"(563,)",,,
29,108.5,"(474,)",,,
7,108.5,"(582,)",,,
7,108.5,"(633,)",,,
4,108.5,"(554,)",,,
4,108.5,"(278,)",,,
6,108.5,"(559,)",,,
6,108.5,"(330,)",,,
5,108.5,"(524,)",,,
20,108.5,"(585,)",,,
20,108.5,"(648,)",,,
3,108.5,"(596,)",,,
3,108.5,"(738,)",,,
16,108.5,"(759,)",,,
3,108.5,"(560,)",,,
3,108.5,"(382,)",,,
1,108.5,"(558,)",,,
1,108.5,"(309,)",,,
7,108.5,"(594,)",,,
7,108.5,"(726,)",,,
15,108.5,"(223,)",,,
3,108.5,"(604,)",,,
9,108.5,"(607,)",,,
3,108.5,"(281,)",,,
12,108.5,"(609,)",,,
7,108.5,"(597,)",,,
7,108.5,"(91,)",,,
7,108.5,"(610,)",,,
2,108.5,"(617,)",,,
12,108.5,"(602,)",,,
12,108.5,"(227,)",,,
1,108.5,"(124,)","(123,)",,
1,108.5,"(277,)",,,
2,108.5,"(347,)",,,
14,108.5,"(153,)",,,
14,108.5,"(193,)",,,
2,108.5,"(685,)",,,
2,108.5,"(510,)",,,
2,108.5,"(465,)",,,
2,108.5,"(276,)",,,
6,108.5,"(516,)",,,
2,108.5,"(609,)",,,
5,108.5,"(519,)",,,
10,108.5,"(379,)",,,
4,108.5,"(517,)",,,
2,108.5,"(215,)",,,
4,108.5,"(622,)",,,
4,108.5,"(480,)",,,
2,108.5,"(362,)",,,
1,108.5,"(365,)",,,
1,108.5,"(318,)",,,
8,108.5,"(370,)",,,
8,108.5,"(457,)",,,
1,108.5,"(361,)",,,
1,108.5,"(265,)",,,
1,108.5,"(378,)",,,
1,108.5,"(343,)",,,
1,108.5,"(382,)",,,
1,108.5,"(560,)",,,
1,108.5,"(351,)",,,
1,108.5,"(209,)",,,
4,108.5,"(734,)",,,
4,108.5,"(244,)",,,
4,108.5,"(762,)",,,
4,108.5,"(49,)",,,
12,108.5,"(763,)",,,
12,108.5,"(500,)",,,
5,108.5,"(197,)",,,
3,108.5,"(218,)",,,
9,108.5,"(524,)",,,
3,108.5,"(523,)",,,
1,108.5,"(315,)",,,
7,108.5,"(318,)",,,
7,108.5,"(367,)",,,
2,108.5,"(200,)",,,
1,108.5,"(448,)","(447,)",,
1,108.5,"(319,)",,,
1,108.5,"(369,)",,,
5,108.5,"(32,)",,,
2,108.5,"(531,)",,,
3,108.5,"(530,)",,,
2,108.5,"(380,)",,,
7,108.5,"(527,)",,,
7,108.5,"(221,)",,,
13,108.5,"(663,)",,,
11,108.5,"(661,)",,,
11,108.5,"(237,)",,,
1,108.5,"(610,)",,,
1,314.5,"(728,)",,,
1,314.5,"(637,)","(633, 592)",,
2,314.5,"(106,)",,,
2,314.5,"(750,)",,,
1,190.0,"(540,)",,,
2,190.0,"(32,)",,,
1,190.0,"(663,)",,,
2,190.0,"(158,)",,,
2,190.0,"(3,)",,,
1,190.0,"(196,)",,,
1,190.0,"(264,)",,,
1,190.0,"(202,)",,,
1,190.0,"(359,)",,,
5,190.0,"(637,)","(633, 592)",,
5,190.0,"(728,)",,,
2,190.0,"(589,)",,,
2,190.0,"(648,)",,,
2,190.0,"(280,)",,,
2,190.0,"(375,)",,,
1,186.5,"(684,)",,,
1,373.0,"(683, 515)",,,
4,373.0,"(423, 38)","(473,)",,
2,186.5,"(457,)",,,
2,186.5,"(373,)",,,
1,186.5,"(214,)",,,
1,186.5,"(46,)",,,
1,186.5,"(664,)",,,
3,186.5,"(12,)",,,
3,186.5,"(340,)",,,
1,186.5,"(275,)",,,
1,186.5,"(443,)",,,
1,186.5,"(158,)",,,
1,186.5,"(4,)",,,
6,186.5,"(92,)",,,
6,186.5,"(598,)",,,
1,186.5,"(362,)",,,
2,186.5,"(560,)",,,
2,186.5,"(382,)",,,
1,186.5,"(598,)",,,
1,186.5,"(92,)",,,
1,186.5,"(602,)",,,
1,186.5,"(227,)",,,
1,186.5,"(510,)",,,
1,186.5,"(465,)",,,
1,186.5,"(609,)",,,
1,186.5,"(374,)",,,
1,186.5,"(457,)",,,
1,186.5,"(382,)",,,
1,186.5,"(560,)",,,
1,186.5,"(315,)",,,
1,232.0,"(495,)",,,
1,232.0,"(763,)",,,
1,232.0,"(92,)",,,
1,232.0,"(598,)",,,
1,252.0,"(457,)",,,
1,252.0,"(372,)",,,
1,252.0,"(213,)",,,
2,252.0,"(3,)",,,
2,252.0,"(158,)",,,
1,252.0,"(164,)",,,
1,252.0,"(114,)",,,
4,252.0,"(91,)",,,
4,252.0,"(598,)",,,
1,252.0,"(343,)",,,
4,252.0,"(758,)",,,
1,142.0,"(519,)",,,
3,142.0,"(745,)",,,
3,142.0,"(104,)",,,
2,142.0,"(757,)",,,
2,142.0,"(393,)",,,
3,142.0,"(760,)",,,
3,142.0,"(731,)",,,
1,142.0,"(752,)",,,
1,142.0,"(257,)",,,
2,142.0,"(687,)",,,
2,142.0,"(611,)",,,
1,142.0,"(470,)",,,
1,142.0,"(532,)",,,
1,142.0,"(465,)",,,
1,142.0,"(512,)",,,
2,142.0,"(491,)",,,
2,142.0,"(717,)","(716,)",,
1,142.0,"(15,)",,,
1,142.0,"(396,)",,,
1,142.0,"(12,)",,,
1,142.0,"(342,)",,,
2,142.0,"(47,)",,,
2,142.0,"(693,)",,,
3,142.0,"(715,)",,,
3,142.0,"(487,)",,,
1,142.0,"(517,)",,,
3,142.0,"(718,)",,,
3,142.0,"(591,)",,,
1,142.0,"(290,)",,,
1,142.0,"(755,)",,,
2,142.0,"(265,)",,,
2,142.0,"(361,)",,,
10,142.0,"(288,)",,,
10,142.0,"(702,)",,,
1,142.0,"(313,)",,,
3,142.0,"(212,)",,,
1,142.0,"(182,)",,,
1,142.0,"(134,)",,,
2,142.0,"(207,)",,,
2,142.0,"(351,)",,,
3,142.0,"(87,)",,,
3,142.0,"(438,)",,,
1,142.0,"(98,)",,,
1,142.0,"(744,)",,,
1,142.0,"(343,)",,,
1,142.0,"(62,)",,,
1,142.0,"(428,)",,,
4,142.0,"(364,)",,,
1,142.0,"(625,)",,,
1,142.0,"(233,)",,,
3,142.0,"(78,)",,,
3,142.0,"(700,)",,,
2,142.0,"(123,)","(124,)",,
2,142.0,"(544,)",,,
2,142.0,"(41,)",,,
4,142.0,"(566,)",,,
4,142.0,"(476,)",,,
1,142.0,"(554,)",,,
1,142.0,"(279,)",,,
4,142.0,"(758,)",,,
8,142.0,"(557,)",,,
8,142.0,"(312,)",,,
16,142.0,"(595,)",,,
16,142.0,"(720,)",,,
3,142.0,"(608,)",,,
1,142.0,"(609,)",,,
1,142.0,"(598,)",,,
1,142.0,"(92,)",,,
2,142.0,"(109,)","(110,)",,
2,142.0,"(159,)",,,
1,142.0,"(609,)",,,
4,142.0,"(376,)","(385, 681)",,
3,142.0,"(517,)",,,
1,142.0,"(215,)",,,
2,142.0,"(343,)",,,
1,142.0,"(763,)",,,
1,142.0,"(497,)",,,
1,142.0,"(199,)",,,
3,142.0,"(319,)",,,
3,142.0,"(369,)",,,
1,142.0,"(32,)",,,
1,142.0,"(531,)",,,
1,142.0,"(530,)",,,
1,265.5,"(47,)",,,
1,265.5,"(691,)","(692,)",,
1,265.5,"(636,)","(635,)",,
1,265.5,"(728,)",,,
1,265.5,"(593,)",,,
1,265.5,"(722,)",,,
1,280.0,"(667,)",,,
1,280.0,"(240,)",,,
1,280.0,"(594,)",,,
1,280.0,"(723,)",,,
2,46.0,"(614,)",,,
3,46.0,"(737,)",,,
3,46.0,"(735,)",,,
3,46.0,"(247,)",,,
2,46.0,"(755,)",,,
2,46.0,"(292,)",,,
1,46.0,"(518,)",,,
1,46.0,"(748,)",,,
1,46.0,"(106,)",,,
3,46.0,"(285,)",,,
2,92.0,"(423, 30)",,,
1,46.0,"(460,)",,,
1,46.0,"(420,)",,,
3,46.0,"(470,)",,,
3,46.0,"(536,)",,,
2,46.0,"(454,)",,,
2,46.0,"(324,)",,,
3,46.0,"(481,)",,,
3,46.0,"(631,)",,,
1,46.0,"(444,)",,,
1,46.0,"(275,)",,,
4,46.0,"(465,)",,,
4,46.0,"(510,)",,,
3,46.0,"(427,)",,,
3,46.0,"(62,)",,,
2,46.0,"(430,)",,,
6,46.0,"(436,)",,,
6,46.0,"(71,)",,,
7,46.0,"(441,)",,,
7,46.0,"(89,)",,,
29,46.0,"(474,)",,,
29,46.0,"(569,)",,,
1,46.0,"(741,)",,,
5,46.0,"(496,)",,,
5,46.0,"(763,)",,,
7,46.0,"(741,)",,,
1,92.0,"(646, 118)",,,
3,46.0,"(647,)",,,
3,46.0,"(125,)",,,
2,46.0,"(651,)",,,
2,46.0,"(588,)",,,
8,46.0,"(36,)",,,
5,46.0,"(29,)",,,
5,46.0,"(423,)",,,
6,46.0,"(5,)",,,
2,46.0,"(31,)",,,
2,46.0,"(507,)",,,
5,46.0,"(0,)",,,
5,46.0,"(70,)",,,
2,46.0,"(2,)",,,
2,46.0,"(79,)",,,
9,46.0,"(41,)",,,
9,46.0,"(543,)",,,
2,46.0,"(50,)",,,
2,46.0,"(762,)",,,
1,46.0,"(701,)",,,
1,46.0,"(75,)",,,
3,46.0,"(430,)",,,
4,46.0,"(67,)",,,
1,46.0,"(53,)","(52,)","(54,)","(55,)"
1,46.0,"(426,)",,,
5,46.0,"(5,)",,,
2,46.0,"(274,)",,,
2,46.0,"(445,)",,,
2,46.0,"(277,)",,,
1,46.0,"(282,)",,,
4,46.0,"(293,)",,,
4,46.0,"(755,)",,,
4,46.0,"(264,)",,,
4,46.0,"(194,)",,,
2,46.0,"(217,)",,,
1,46.0,"(200,)",,,
6,46.0,"(194,)",,,
6,46.0,"(263,)","(262,)",,
1,46.0,"(215,)",,,
4,46.0,"(522,)",,,
6,46.0,"(236,)",,,
6,46.0,"(658,)",,,
3,46.0,"(227,)",,,
3,46.0,"(603,)",,,
33,46.0,"(205,)",,,
33,46.0,"(355,)",,,
1,92.0,"(202, 388)",,,
1,46.0,"(247,)",,,
1,46.0,"(735,)",,,
2,46.0,"(220,)",,,
2,46.0,"(527,)",,,
11,46.0,"(88,)",,,
11,46.0,"(440,)",,,
3,46.0,"(96,)",,,
3,46.0,"(639,)",,,
3,46.0,"(84,)",,,
3,46.0,"(302,)",,,
2,46.0,"(626,)",,,
2,46.0,"(481,)",,,
7,46.0,"(69,)",,,
7,46.0,"(1,)",,,
1,46.0,"(71,)",,,
1,46.0,"(435,)",,,
3,46.0,"(73,)",,,
3,46.0,"(700,)",,,
9,46.0,"(418,)",,,
9,46.0,"(461,)",,,
8,46.0,"(120,)",,,
5,46.0,"(126,)","(127,)",,
5,46.0,"(647,)",,,
5,46.0,"(124,)","(123,)",,
3,46.0,"(118,)",,,
3,46.0,"(168,)",,,
7,46.0,"(321,)",,,
7,46.0,"(450,)",,,
2,46.0,"(538,)",,,
1,46.0,"(320,)",,,
1,46.0,"(305,)",,,
4,46.0,"(536,)",,,
4,46.0,"(467,)",,,
5,46.0,"(549,)",,,
5,46.0,"(42,)",,,
36,46.0,"(574,)",,,
36,46.0,"(478,)",,,
2,46.0,"(580,)",,,
2,46.0,"(632,)",,,
2,46.0,"(554,)",,,
2,46.0,"(278,)",,,
3,46.0,"(579,)",,,
2,46.0,"(588,)",,,
2,46.0,"(650,)",,,
2,46.0,"(758,)",,,
1,46.0,"(560,)",,,
1,46.0,"(382,)",,,
5,46.0,"(557,)",,,
5,46.0,"(307,)",,,
1,46.0,"(609,)",,,
4,46.0,"(606,)",,,
7,46.0,"(613,)",,,
3,46.0,"(505,)",,,
3,46.0,"(30,)",,,
3,46.0,"(276,)",,,
4,46.0,"(516,)",,,
1,46.0,"(342,)",,,
1,46.0,"(12,)",,,
2,46.0,"(387,)",,,
2,46.0,"(677,)",,,
2,92.0,"(372, 474)",,,
5,46.0,"(361,)",,,
5,46.0,"(265,)",,,
1,46.0,"(606,)",,,
4,46.0,"(737,)",,,
4,46.0,"(354,)",,,
4,46.0,"(205,)",,,
1,92.0,"(353, 217)",,,
1,46.0,"(734,)",,,
1,46.0,"(246,)",,,
2,46.0,"(296,)",,,
2,46.0,"(10,)",,,
1,46.0,"(305,)",,,
1,46.0,"(320,)",,,
8,46.0,"(311,)",,,
8,46.0,"(557,)",,,
1,46.0,"(762,)",,,
1,46.0,"(50,)",,,
2,46.0,"(763,)",,,
2,46.0,"(495,)",,,
1,46.0,"(216,)",,,
8,46.0,"(314,)",,,
8,46.0,"(446,)",,,
1,46.0,"(315,)",,,
1,46.0,"(318,)",,,
1,46.0,"(367,)",,,
1,46.0,"(200,)",,,
2,46.0,"(319,)",,,
2,46.0,"(369,)",,,
2,46.0,"(380,)",,,
2,46.0,"(529,)",,,
2,46.0,"(221,)",,,
2,46.0,"(579,)",,,
1,266.0,"(318,)",,,
1,266.0,"(365,)",,,
3,55.5,"(613,)",,,
2,55.5,"(737,)",,,
5,55.5,"(735,)",,,
5,55.5,"(248,)",,,
1,55.5,"(381,)",,,
1,55.5,"(756,)",,,
1,55.5,"(327,)",,,
1,55.5,"(755,)",,,
1,55.5,"(293,)",,,
1,55.5,"(518,)",,,
1,55.5,"(759,)",,,
3,111.0,"(757, 360)",,,
1,55.5,"(688,)",,,
1,55.5,"(612,)",,,
3,55.5,"(678,)",,,
3,55.5,"(384,)",,,
1,55.5,"(531,)",,,
10,111.0,"(672, 188)",,,
1,111.0,"(675, 259)",,,
2,55.5,"(422,)",,,
2,55.5,"(29,)",,,
3,55.5,"(120,)",,,
4,55.5,"(481,)",,,
4,55.5,"(627,)",,,
1,55.5,"(447,)","(448,)",,
4,55.5,"(443,)",,,
4,55.5,"(275,)",,,
3,55.5,"(427,)",,,
3,55.5,"(62,)",,,
4,55.5,"(430,)",,,
3,55.5,"(439,)",,,
3,55.5,"(87,)",,,
1,55.5,"(442,)",,,
1,55.5,"(115,)",,,
1,55.5,"(478,)",,,
1,55.5,"(565,)",,,
3,55.5,"(502,)","(501,)",,
3,55.5,"(763,)",,,
2,55.5,"(483,)",,,
2,55.5,"(715,)",,,
5,55.5,"(741,)",,,
1,111.0,"(739, 226)",,,
33,55.5,"(740,)",,,
33,55.5,"(250,)",,,
8,111.0,"(646, 118)",,,
6,55.5,"(646,)",,,
6,55.5,"(126,)","(127,)",,
3,55.5,"(25,)",,,
3,55.5,"(409,)","(408,)",,
10,55.5,"(35,)",,,
6,55.5,"(316,)",,,
3,55.5,"(28,)",,,
3,55.5,"(423,)",,,
5,55.5,"(43,)",,,
5,55.5,"(624,)",,,
4,55.5,"(5,)",,,
1,55.5,"(31,)",,,
1,55.5,"(505,)",,,
5,55.5,"(1,)",,,
5,55.5,"(68,)",,,
1,55.5,"(2,)",,,
1,55.5,"(79,)",,,
7,55.5,"(39,)",,,
7,55.5,"(548,)",,,
2,55.5,"(12,)",,,
2,55.5,"(340,)",,,
2,55.5,"(49,)",,,
2,55.5,"(762,)",,,
1,55.5,"(10,)",,,
1,55.5,"(295,)",,,
4,111.0,"(3, 204)",,,
2,55.5,"(728,)",,,
2,55.5,"(637,)","(633, 592)",,
1,55.5,"(705,)",,,
1,55.5,"(288,)",,,
1,55.5,"(706,)",,,
1,55.5,"(336,)","(337,)",,
2,55.5,"(430,)",,,
1,55.5,"(66,)",,,
5,111.0,"(520, 203)",,,
16,55.5,"(520,)",,,
4,55.5,"(5,)",,,
2,55.5,"(284,)",,,
2,55.5,"(276,)",,,
1,55.5,"(278,)",,,
1,55.5,"(553,)",,,
8,55.5,"(277,)",,,
4,55.5,"(663,)",,,
6,55.5,"(280,)",,,
1,55.5,"(293,)",,,
1,55.5,"(755,)",,,
4,55.5,"(265,)",,,
4,55.5,"(361,)",,,
1,111.0,"(265, 351)",,,
1,111.0,"(264, 228)",,,
28,55.5,"(263,)","(262,)",,
28,55.5,"(195,)",,,
1,111.0,"(264, 207)",,,
2,55.5,"(158,)",,,
2,55.5,"(3,)",,,
2,55.5,"(216,)",,,
3,55.5,"(241,)",,,
3,55.5,"(667,)",,,
6,55.5,"(199,)",,,
2,55.5,"(170,)",,,
2,55.5,"(118,)",,,
2,55.5,"(214,)",,,
2,111.0,"(214, 500)",,,
25,55.5,"(194,)",,,
25,55.5,"(262,)","(263,)",,
1,111.0,"(195, 293)",,,
1,55.5,"(197,)",,,
2,55.5,"(215,)",,,
2,55.5,"(81,)",,,
2,55.5,"(210,)",,,
2,55.5,"(421,)",,,
2,55.5,"(211,)",,,
5,55.5,"(520,)",,,
21,55.5,"(251,)",,,
21,55.5,"(739,)",,,
1,55.5,"(522,)",,,
6,55.5,"(237,)",,,
6,55.5,"(659,)",,,
11,55.5,"(230,)",,,
11,55.5,"(600,)",,,
1,111.0,"(226, 604)",,,
19,55.5,"(208,)",,,
19,55.5,"(352,)",,,
8,55.5,"(246,)",,,
8,55.5,"(734,)",,,
1,55.5,"(247,)",,,
1,55.5,"(735,)",,,
2,55.5,"(738,)",,,
2,55.5,"(596,)",,,
1,55.5,"(79,)",,,
1,55.5,"(2,)",,,
1,111.0,"(89, 444)",,,
5,55.5,"(88,)",,,
5,55.5,"(440,)",,,
5,55.5,"(102,)",,,
5,55.5,"(748,)",,,
3,55.5,"(84,)",,,
3,55.5,"(302,)",,,
12,55.5,"(211,)",,,
2,55.5,"(62,)",,,
2,55.5,"(427,)",,,
4,111.0,"(63, 581)",,,
2,55.5,"(624,)",,,
2,55.5,"(43,)",,,
9,55.5,"(628,)",,,
9,55.5,"(481,)",,,
16,55.5,"(633,)",,,
16,55.5,"(583,)",,,
10,55.5,"(634,)",,,
10,55.5,"(623,)",,,
7,55.5,"(70,)",,,
7,55.5,"(1,)",,,
3,55.5,"(72,)",,,
3,55.5,"(434,)",,,
5,55.5,"(408,)","(409,)",,
5,55.5,"(23,)",,,
2,111.0,"(418, 489)",,,
1,55.5,"(421,)",,,
1,55.5,"(210,)",,,
1,111.0,"(121, 444)",,,
7,55.5,"(120,)",,,
22,55.5,"(127,)","(126,)",,
22,55.5,"(647,)",,,
5,55.5,"(124,)","(123,)",,
1,55.5,"(118,)",,,
1,55.5,"(170,)",,,
1,55.5,"(323,)",,,
1,55.5,"(452,)",,,
1,55.5,"(36,)",,,
1,111.0,"(544, 3)",,,
4,55.5,"(546,)",,,
4,55.5,"(42,)",,,
2,111.0,"(545, 32)",,,
9,55.5,"(564,)",,,
9,55.5,"(476,)",,,
15,55.5,"(584,)",,,
15,55.5,"(633,)",,,
2,55.5,"(555,)",,,
2,55.5,"(278,)",,,
2,55.5,"(559,)",,,
2,55.5,"(330,)",,,
1,55.5,"(579,)",,,
7,55.5,"(63,)",,,
1,55.5,"(589,)",,,
1,55.5,"(652,)","(653,)",,
2,55.5,"(758,)",,,
1,55.5,"(557,)",,,
1,55.5,"(309,)",,,
1,55.5,"(222,)",,,
2,55.5,"(612,)",,,
2,55.5,"(687,)",,,
2,111.0,"(607, 468)",,,
3,55.5,"(281,)",,,
8,55.5,"(606,)",,,
1,55.5,"(614,)",,,
6,55.5,"(600,)",,,
6,55.5,"(227,)",,,
1,111.0,"(602, 200)",,,
1,111.0,"(602, 188)",,,
5,55.5,"(623,)",,,
5,55.5,"(634,)",,,
7,55.5,"(124,)","(123,)",,
1,55.5,"(277,)",,,
5,55.5,"(514,)",,,
5,111.0,"(521, 227)",,,
4,111.0,"(131, 238)",,,
3,111.0,"(155, 230)",,,
3,111.0,"(141, 247)",,,
4,111.0,"(140, 206)",,,
4,111.0,"(153, 237)",,,
1,111.0,"(136, 243)",,,
1,111.0,"(132, 220)",,,
2,111.0,"(512, 445)",,,
1,111.0,"(511, 476)",,,
2,55.5,"(276,)",,,
2,55.5,"(514,)",,,
8,55.5,"(518,)",,,
2,55.5,"(215,)",,,
1,55.5,"(387,)",,,
1,55.5,"(676,)",,,
3,111.0,"(373, 446)",,,
2,111.0,"(372, 474)",,,
2,55.5,"(361,)",,,
2,55.5,"(265,)",,,
2,55.5,"(382,)",,,
2,55.5,"(560,)",,,
1,55.5,"(605,)",,,
1,111.0,"(349, 201)",,,
1,111.0,"(349, 158)",,,
1,55.5,"(354,)",,,
1,55.5,"(206,)",,,
2,111.0,"(349, 212)",,,
1,111.0,"(356, 250)",,,
5,111.0,"(358, 183)",,,
12,55.5,"(734,)",,,
12,55.5,"(245,)",,,
5,55.5,"(295,)",,,
5,55.5,"(8,)",,,
3,111.0,"(295, 3)",,,
2,55.5,"(300,)",,,
2,55.5,"(85,)",,,
4,55.5,"(312,)",,,
4,55.5,"(558,)",,,
7,55.5,"(762,)",,,
7,55.5,"(49,)",,,
4,55.5,"(763,)",,,
4,55.5,"(501,)","(502,)",,
5,55.5,"(314,)",,,
5,55.5,"(446,)",,,
1,111.0,"(523, 241)",,,
1,55.5,"(523,)",,,
1,111.0,"(523, 237)",,,
2,111.0,"(523, 246)",,,
1,111.0,"(523, 221)",,,
8,55.5,"(316,)",,,
8,55.5,"(199,)",,,
5,55.5,"(447,)","(448,)",,
1,55.5,"(531,)",,,
8,55.5,"(380,)",,,
6,55.5,"(525,)",,,
6,55.5,"(221,)",,,
3,55.5,"(663,)",,,
1,55.5,"(383,)",,,
1,111.0,"(660, 196)",,,
3,111.0,"(654, 216)",,,
11,55.5,"(655,)",,,
11,55.5,"(236,)",,,
5,111.0,"(656, 179)",,,
1,55.5,"(579,)",,,
1,398.5,"(207,)",,,
1,398.5,"(357,)",,,
3,24.5,"(735,)",,,
3,24.5,"(248,)",,,
2,24.5,"(381,)",,,
1,24.5,"(748,)",,,
1,24.5,"(107,)",,,
1,24.5,"(686,)",,,
1,24.5,"(611,)",,,
1,49.0,"(423, 30)",,,
1,24.5,"(450,)",,,
1,24.5,"(323,)",,,
3,24.5,"(481,)",,,
3,24.5,"(631,)",,,
1,24.5,"(474,)",,,
1,24.5,"(563,)",,,
4,24.5,"(29,)",,,
4,24.5,"(422,)",,,
1,24.5,"(5,)",,,
2,24.5,"(50,)",,,
2,24.5,"(762,)",,,
2,24.5,"(282,)",,,
3,24.5,"(265,)",,,
3,24.5,"(361,)",,,
4,24.5,"(169,)",,,
4,24.5,"(118,)",,,
1,24.5,"(194,)",,,
1,24.5,"(262,)","(263,)",,
1,24.5,"(252,)",,,
1,24.5,"(740,)",,,
2,24.5,"(521,)",,,
1,24.5,"(227,)",,,
1,24.5,"(600,)",,,
3,24.5,"(245,)",,,
3,24.5,"(734,)",,,
9,24.5,"(220,)",,,
9,24.5,"(527,)",,,
5,24.5,"(89,)",,,
5,24.5,"(440,)",,,
1,24.5,"(96,)",,,
1,24.5,"(641,)",,,
12,24.5,"(627,)",,,
12,24.5,"(481,)",,,
1,24.5,"(407,)",,,
1,24.5,"(26,)",,,
15,24.5,"(120,)",,,
2,24.5,"(127,)","(126,)",,
2,24.5,"(647,)",,,
1,24.5,"(123,)","(124,)",,
6,24.5,"(325,)",,,
6,24.5,"(456,)",,,
2,24.5,"(538,)",,,
3,24.5,"(329,)",,,
3,24.5,"(756,)",,,
4,24.5,"(545,)",,,
4,24.5,"(37,)",,,
3,24.5,"(571,)",,,
3,24.5,"(473,)","(423, 38)",,
2,24.5,"(524,)",,,
3,24.5,"(611,)",,,
3,24.5,"(688,)",,,
1,24.5,"(605,)",,,
2,24.5,"(614,)",,,
1,24.5,"(510,)",,,
1,24.5,"(465,)",,,
3,24.5,"(383,)",,,
2,24.5,"(381,)",,,
5,24.5,"(737,)",,,
2,24.5,"(359,)",,,
2,24.5,"(203,)",,,
2,24.5,"(761,)",,,
2,24.5,"(48,)",,,
1,24.5,"(763,)",,,
1,24.5,"(495,)",,,
4,24.5,"(523,)",,,
2,24.5,"(380,)",,,
1,24.5,"(528,)",,,
1,24.5,"(221,)",,,
5,24.5,"(663,)",,,
8,24.5,"(383,)",,,
1,105.5,"(737,)",,,
3,105.5,"(735,)",,,
3,105.5,"(247,)",,,
2,105.5,"(540,)",,,
1,105.5,"(756,)",,,
1,105.5,"(326,)",,,
1,105.5,"(755,)",,,
1,105.5,"(292,)",,,
2,105.5,"(519,)",,,
5,105.5,"(760,)",,,
5,105.5,"(731,)",,,
2,105.5,"(531,)",,,
14,105.5,"(67,)",,,
4,105.5,"(480,)",,,
4,105.5,"(622,)",,,
1,105.5,"(429,)",,,
1,105.5,"(61,)",,,
1,105.5,"(439,)",,,
1,105.5,"(87,)",,,
1,105.5,"(476,)",,,
1,105.5,"(563,)",,,
1,105.5,"(608,)",,,
6,105.5,"(457,)",,,
6,105.5,"(370,)",,,
22,105.5,"(489,)",,,
22,105.5,"(712,)",,,
2,105.5,"(649,)",,,
2,105.5,"(588,)",,,
1,105.5,"(313,)",,,
1,105.5,"(29,)",,,
1,105.5,"(422,)",,,
1,105.5,"(5,)",,,
1,105.5,"(30,)",,,
1,105.5,"(507,)",,,
1,105.5,"(12,)",,,
1,105.5,"(342,)",,,
5,105.5,"(6,)",,,
5,105.5,"(297,)",,,
5,105.5,"(47,)",,,
5,105.5,"(689,)",,,
16,105.5,"(714,)",,,
16,105.5,"(483,)",,,
1,105.5,"(698,)",,,
1,105.5,"(59,)",,,
1,105.5,"(731,)",,,
1,105.5,"(760,)",,,
2,105.5,"(66,)",,,
2,105.5,"(52,)","(53,)","(54,)","(55,)"
2,105.5,"(425,)",,,
2,105.5,"(59,)",,,
2,105.5,"(699,)",,,
1,105.5,"(272,)",,,
1,105.5,"(415,)",,,
1,105.5,"(274,)",,,
1,105.5,"(445,)",,,
3,105.5,"(279,)",,,
3,105.5,"(554,)",,,
1,105.5,"(265,)",,,
1,105.5,"(361,)",,,
1,105.5,"(288,)",,,
1,105.5,"(703,)",,,
2,105.5,"(218,)",,,
4,105.5,"(238,)",,,
4,105.5,"(673,)","(674,)",,
2,105.5,"(313,)",,,
1,105.5,"(168,)",,,
1,105.5,"(118,)",,,
1,105.5,"(234,)",,,
1,105.5,"(625,)",,,
6,105.5,"(196,)",,,
6,105.5,"(262,)","(263,)",,
1,105.5,"(523,)",,,
2,105.5,"(226,)",,,
2,105.5,"(602,)",,,
1,105.5,"(205,)",,,
1,105.5,"(350,)",,,
3,105.5,"(248,)",,,
3,105.5,"(735,)",,,
1,105.5,"(738,)",,,
1,105.5,"(596,)",,,
2,105.5,"(87,)",,,
2,105.5,"(438,)",,,
4,105.5,"(95,)",,,
4,105.5,"(641,)",,,
2,105.5,"(91,)",,,
2,105.5,"(598,)",,,
1,105.5,"(100,)",,,
1,105.5,"(751,)",,,
6,105.5,"(343,)",,,
3,105.5,"(97,)",,,
1,105.5,"(63,)",,,
2,105.5,"(624,)",,,
2,105.5,"(43,)",,,
2,105.5,"(627,)",,,
2,105.5,"(481,)",,,
